runIndex,seed,topologyHash,category,parameterName,value,unit,status,collectionMethod,interpretation,bspApplicability
24,2023,"6631B00A","Booleano","SupportsTraps","Sim, testado","sim/nao","Suportado","Verifica se ha sistema de armadilhas por orcamento e lista de prefabs.","Sistema configurado e com orcamento ativo.","BSP permite marcar armadilhas em salas ou corredores."
24,2023,"6631B00A","Booleano","SupportsBacktrackingLoops","Sim","sim/nao","Medido","Detecta ciclos pelo numero de arestas em relacao ao numero de salas.","A dungeon possui loop para retorno/caminho alternativo.","Ative/aumente Extra Loop Connections para favorecer loops."
24,2023,"6631B00A","Booleano","SupportsVerticalConnectors","Sim","sim/nao","Medido","Detecta conexoes verticais no grafo BSP entre salas de pavimentos adjacentes.","A execucao gerou 1 conector(es) vertical(is).","Implementado com BSP puro, sem misturar outro algoritmo."
24,2023,"6631B00A","Booleano","SupportsMultiFloor","Sim","sim/nao","Medido","Verifica salas em diferentes floorIndex conectadas por conexoes verticais.","A execucao gerou 2 pavimento(s) com conexao vertical.","Implementado como variante BSP multiandar."
24,2023,"6631B00A","Booleano","SupportsBossArena","Sim","sim/nao","Medido","Procura sala com area minima configurada para arena.","Existe ao menos uma sala grande o suficiente.","Aumente Max Room Size ou reduza Boss Arena Min Area Cells para testar arenas."
24,2023,"6631B00A","Booleano","SeedReproducible","Sim","sim/nao","Medido","Gera a mesma seed duas vezes e compara o hash topologico.","A seed reproduziu a mesma topologia.","BSP deterministico deve passar neste teste."
24,2023,"6631B00A","Booleano","RuntimeRegeneration","Sim","sim/nao","Medido","Compara tempo de geracao com o limite configurado.","Tempo registrado: 40.068 ms.","Mede o layout logico; instanciacao visual pode exigir teste de performance separado."
24,2023,"6631B00A","Booleano","BudgetAwareSpawns","Sim","sim/nao","Suportado","Compara os orcamentos configurados com a capacidade logica de celulas das salas.","Orcamentos registrados: inimigos 10, loot 6, armadilhas 4.","O sistema tenta respeitar limites de spawn definidos pelo designer."
24,2023,"6631B00A","Qualitativo","Replayability","5/5","Likert 1-5","Estimado automaticamente","Usa diversidade de hashes topologicos entre execucoes.","Diversidade topologica: 100%.","BSP costuma variar bem com seeds diferentes, mas pode repetir padroes retangulares."
24,2023,"6631B00A","Qualitativo","Debuggability","5/5","Likert 1-5","Estimado automaticamente","Heuristica baseada na previsibilidade e rastreabilidade do algoritmo.","BSP e altamente depuravel por usar arvore de particoes.","Ponto forte do BSP."
24,2023,"6631B00A","Qualitativo","Flow","5/5","Likert 1-5","Estimado automaticamente","Heuristica baseada em conectividade, caminho critico e ramificacao.","Indica fluidez de navegacao esperada.","BSP tende a ter fluxo claro quando todos os corredores abrem passagem."
24,2023,"6631B00A","Qualitativo","Legibility","5/5","Likert 1-5","Estimado automaticamente","Heuristica baseada em densidade e ramificacao.","Indica se o layout tende a ser compreensivel.","Salas retangulares e corredores ortogonais favorecem legibilidade."
24,2023,"6631B00A","Qualitativo","StructuralVariety","5/5","Likert 1-5","Estimado automaticamente","Heuristica baseada em salas, modulos e loops.","Indica variedade estrutural dentro desta execucao.","BSP tem variedade macroestrutural boa, mas a variedade visual depende muito dos prefabs KayKit configurados."
24,2023,"6631B00A","Performance","layoutGenerationMilliseconds","0.563","ms","Medido","Tempo para gerar BSP, salas, corredores, loops e conectores verticais.","Representa o custo algoritmico principal.","BSP tende a ser rapido porque trabalha com particoes retangulares e grafo simples."
24,2023,"6631B00A","Performance","geometryInstantiationMilliseconds","39.349","ms","Medido","Tempo gasto instanciando prefabs/objetos visuais quando a medicao visual esta ativa.","A execucao incluiu custo visual.","Deve ser comparado separadamente, pois depende dos assets e nao apenas do BSP."
24,2023,"6631B00A","Performance","metricsCalculationMilliseconds","0.153","ms","Medido","Tempo para calcular metricas e montar resultados.","Ajuda a quantificar custo da instrumentacao.","Nao e custo do algoritmo em si."
24,2023,"6631B00A","Performance","totalGenerationMilliseconds","40.068","ms","Medido","Tempo total medido para a execucao.","Inclui layout, instanciacao visual habilitada e calculo de metricas.","Use junto com layoutGenerationMilliseconds para separar algoritmo e runtime Unity."
24,2023,"6631B00A","Performance","generatedGameObjectCount","4769","contagem","Medido","Quantidade de GameObjects criados pelo gerador.","Indica peso potencial de instanciacao no Unity.","Pode crescer bastante em algoritmos que geram muitos modulos pequenos."
24,2023,"6631B00A","Performance","occupiedCellCount","3210","contagem","Medido","Quantidade de celulas ocupadas no grid logico.","Proxy de escala espacial da dungeon.","Permite comparar custo por celula entre algoritmos."
24,2023,"6631B00A","Performance","connectionCount","46","contagem","Medido","Quantidade de conexoes no grafo logico.","Proxy de complexidade topologica.","BSP tende a manter esse valor previsivel."
24,2023,"6631B00A","Performance","managedMemoryDeltaKB","1672","KB","Estimado","Diferenca de memoria gerenciada antes/depois da geracao.","Valor aproximado, sensivel a GC e ao estado do Editor.","Use como indicio comparativo, nao como medicao absoluta de memoria."
25,2024,"24DFB3AD","Quantitativo","numRoomsTarget","47","contagem","Medido","Contagem de salas no layout logico gerado.","Tamanho estrutural da dungeon nesta execucao.","BSP controla salas por particoes e pelo limite Max Rooms."
25,2024,"24DFB3AD","Quantitativo","connectivityRatio","100%","%","Medido","Busca no grafo a partir da sala inicial.","Todas as salas ficaram conectadas.","BSP deve gerar conectividade alta porque conecta particoes durante a recursao."
25,2024,"24DFB3AD","Quantitativo","verticalVariance","2","metros","Medido","Calcula o desvio padrao das alturas dos pavimentos das salas.","Ha variacao vertical mensuravel entre salas.","BSP puro suporta verticalidade ao particionar multiplos pavimentos e conectar salas por escadas."
25,2024,"24DFB3AD","Quantitativo","fillPercentage","45.54%","%","Medido","Celulas ocupadas divididas pelo total do grid.","Indica densidade espacial da dungeon.","Bom para comparar controle de densidade entre algoritmos."
25,2024,"24DFB3AD","Quantitativo","branchFactor","2.128","media","Medido","Media de conexoes por sala no grafo.","Ramificacao moderada, geralmente boa para exploracao.","Loops extras aumentam este valor e reduzem linearidade."
25,2024,"24DFB3AD","Quantitativo","avgPathLength","162.478","metros","Medido","Dijkstra simples sobre o grafo logico de salas.","Distancia media a partir da sala inicial.","Aproximacao logica; NavMesh pode refinar a distancia fisica."
25,2024,"24DFB3AD","Quantitativo","uniqueModules","27","contagem","Medido","Contagem de modulos logicos e prefabs efetivamente usados.","Indica variedade basica de composicao.","A variedade aumenta com loops, conectores verticais e prefabs KayKit configurados."
25,2024,"24DFB3AD","Quantitativo","navigableVolumeRatio","100%","%","Estimado sem NavMesh","Proporcao de celulas logicas ocupadas consideradas navegaveis antes de colisao/obstaculos.","Use como estimativa inicial, nao como validacao fisica final.","Para a dissertacao final, pode ser refinado com NavMeshSurface."
25,2024,"24DFB3AD","Quantitativo","criticalPathLength","306","metros","Medido","Maior distancia encontrada a partir da sala inicial no grafo.","Aproxima o percurso principal inicio-objetivo.","Funciona bem em BSP porque o grafo de salas e explicito."
25,2024,"24DFB3AD","Quantitativo","avgAlternativePathLength","32.5","metros","Medido","Media das conexoes extras marcadas como loops.","Ha caminhos alternativos mensuraveis.","Depende de Extra Loop Connections e Max Extra Loop Distance."
25,2024,"24DFB3AD","Booleano","SupportsRandomEnemySpawns","Sim, testado","sim/nao","Suportado","Verifica se ha sistema de spawn por orcamento e lista de prefabs.","Sistema configurado e com orcamento ativo.","BSP permite spawns aleatorios dentro das salas."
25,2024,"24DFB3AD","Booleano","SupportsLootDistribution","Sim, testado","sim/nao","Suportado","Verifica se ha sistema de loot por orcamento e lista de prefabs.","Sistema configurado e com orcamento ativo.","BSP permite distribuir recompensas por salas/celulas."
25,2024,"24DFB3AD","Booleano","SupportsTraps","Sim, testado","sim/nao","Suportado","Verifica se ha sistema de armadilhas por orcamento e lista de prefabs.","Sistema configurado e com orcamento ativo.","BSP permite marcar armadilhas em salas ou corredores."
25,2024,"24DFB3AD","Booleano","SupportsBacktrackingLoops","Sim","sim/nao","Medido","Detecta ciclos pelo numero de arestas em relacao ao numero de salas.","A dungeon possui loop para retorno/caminho alternativo.","Ative/aumente Extra Loop Connections para favorecer loops."
25,2024,"24DFB3AD","Booleano","SupportsVerticalConnectors","Sim","sim/nao","Medido","Detecta conexoes verticais no grafo BSP entre salas de pavimentos adjacentes.","A execucao gerou 1 conector(es) vertical(is).","Implementado com BSP puro, sem misturar outro algoritmo."
25,2024,"24DFB3AD","Booleano","SupportsMultiFloor","Sim","sim/nao","Medido","Verifica salas em diferentes floorIndex conectadas por conexoes verticais.","A execucao gerou 2 pavimento(s) com conexao vertical.","Implementado como variante BSP multiandar."
25,2024,"24DFB3AD","Booleano","SupportsBossArena","Sim","sim/nao","Medido","Procura sala com area minima configurada para arena.","Existe ao menos uma sala grande o suficiente.","Aumente Max Room Size ou reduza Boss Arena Min Area Cells para testar arenas."
25,2024,"24DFB3AD","Booleano","SeedReproducible","Sim","sim/nao","Medido","Gera a mesma seed duas vezes e compara o hash topologico.","A seed reproduziu a mesma topologia.","BSP deterministico deve passar neste teste."
25,2024,"24DFB3AD","Booleano","RuntimeRegeneration","Sim","sim/nao","Medido","Compara tempo de geracao com o limite configurado.","Tempo registrado: 46.796 ms.","Mede o layout logico; instanciacao visual pode exigir teste de performance separado."
25,2024,"24DFB3AD","Booleano","BudgetAwareSpawns","Sim","sim/nao","Suportado","Compara os orcamentos configurados com a capacidade logica de celulas das salas.","Orcamentos registrados: inimigos 10, loot 6, armadilhas 4.","O sistema tenta respeitar limites de spawn definidos pelo designer."
25,2024,"24DFB3AD","Qualitativo","Replayability","5/5","Likert 1-5","Estimado automaticamente","Usa diversidade de hashes topologicos entre execucoes.","Diversidade topologica: 100%.","BSP costuma variar bem com seeds diferentes, mas pode repetir padroes retangulares."
25,2024,"24DFB3AD","Qualitativo","Debuggability","5/5","Likert 1-5","Estimado automaticamente","Heuristica baseada na previsibilidade e rastreabilidade do algoritmo.","BSP e altamente depuravel por usar arvore de particoes.","Ponto forte do BSP."
25,2024,"24DFB3AD","Qualitativo","Flow","5/5","Likert 1-5","Estimado automaticamente","Heuristica baseada em conectividade, caminho critico e ramificacao.","Indica fluidez de navegacao esperada.","BSP tende a ter fluxo claro quando todos os corredores abrem passagem."
25,2024,"24DFB3AD","Qualitativo","Legibility","4/5","Likert 1-5","Estimado automaticamente","Heuristica baseada em densidade e ramificacao.","Indica se o layout tende a ser compreensivel.","Salas retangulares e corredores ortogonais favorecem legibilidade."
25,2024,"24DFB3AD","Qualitativo","StructuralVariety","5/5","Likert 1-5","Estimado automaticamente","Heuristica baseada em salas, modulos e loops.","Indica variedade estrutural dentro desta execucao.","BSP tem variedade macroestrutural boa, mas a variedade visual depende muito dos prefabs KayKit configurados."
25,2024,"24DFB3AD","Performance","layoutGenerationMilliseconds","0.721","ms","Medido","Tempo para gerar BSP, salas, corredores, loops e conectores verticais.","Representa o custo algoritmico principal.","BSP tende a ser rapido porque trabalha com particoes retangulares e grafo simples."
25,2024,"24DFB3AD","Performance","geometryInstantiationMilliseconds","45.896","ms","Medido","Tempo gasto instanciando prefabs/objetos visuais quando a medicao visual esta ativa.","A execucao incluiu custo visual.","Deve ser comparado separadamente, pois depende dos assets e nao apenas do BSP."
25,2024,"24DFB3AD","Performance","metricsCalculationMilliseconds","0.177","ms","Medido","Tempo para calcular metricas e montar resultados.","Ajuda a quantificar custo da instrumentacao.","Nao e custo do algoritmo em si."
25,2024,"24DFB3AD","Performance","totalGenerationMilliseconds","46.796","ms","Medido","Tempo total medido para a execucao.","Inclui layout, instanciacao visual habilitada e calculo de metricas.","Use junto com layoutGenerationMilliseconds para separar algoritmo e runtime Unity."
25,2024,"24DFB3AD","Performance","generatedGameObjectCount","5385","contagem","Medido","Quantidade de GameObjects criados pelo gerador.","Indica peso potencial de instanciacao no Unity.","Pode crescer bastante em algoritmos que geram muitos modulos pequenos."
25,2024,"24DFB3AD","Performance","occupiedCellCount","3731","contagem","Medido","Quantidade de celulas ocupadas no grid logico.","Proxy de escala espacial da dungeon.","Permite comparar custo por celula entre algoritmos."
25,2024,"24DFB3AD","Performance","connectionCount","50","contagem","Medido","Quantidade de conexoes no grafo logico.","Proxy de complexidade topologica.","BSP tende a manter esse valor previsivel."
25,2024,"24DFB3AD","Performance","managedMemoryDeltaKB","1864","KB","Estimado","Diferenca de memoria gerenciada antes/depois da geracao.","Valor aproximado, sensivel a GC e ao estado do Editor.","Use como indicio comparativo, nao como medicao absoluta de memoria."
26,2025,"27E34810","Quantitativo","numRoomsTarget","43","contagem","Medido","Contagem de salas no layout logico gerado.","Tamanho estrutural da dungeon nesta execucao.","BSP controla salas por particoes e pelo limite Max Rooms."
26,2025,"27E34810","Quantitativo","connectivityRatio","100%","%","Medido","Busca no grafo a partir da sala inicial.","Todas as salas ficaram conectadas.","BSP deve gerar conectividade alta porque conecta particoes durante a recursao."
26,2025,"27E34810","Quantitativo","verticalVariance","1.986","metros","Medido","Calcula o desvio padrao das alturas dos pavimentos das salas.","Ha variacao vertical mensuravel entre salas.","BSP puro suporta verticalidade ao particionar multiplos pavimentos e conectar salas por escadas."
26,2025,"27E34810","Quantitativo","fillPercentage","42.44%","%","Medido","Celulas ocupadas divididas pelo total do grid.","Indica densidade espacial da dungeon.","Bom para comparar controle de densidade entre algoritmos."
26,2025,"27E34810","Quantitativo","branchFactor","2.14","media","Medido","Media de conexoes por sala no grafo.","Ramificacao moderada, geralmente boa para exploracao.","Loops extras aumentam este valor e reduzem linearidade."
26,2025,"27E34810","Quantitativo","avgPathLength","167.571","metros","Medido","Dijkstra simples sobre o grafo logico de salas.","Distancia media a partir da sala inicial.","Aproximacao logica; NavMesh pode refinar a distancia fisica."
26,2025,"27E34810","Quantitativo","uniqueModules","27","contagem","Medido","Contagem de modulos logicos e prefabs efetivamente usados.","Indica variedade basica de composicao.","A variedade aumenta com loops, conectores verticais e prefabs KayKit configurados."
26,2025,"27E34810","Quantitativo","navigableVolumeRatio","100%","%","Estimado sem NavMesh","Proporcao de celulas logicas ocupadas consideradas navegaveis antes de colisao/obstaculos.","Use como estimativa inicial, nao como validacao fisica final.","Para a dissertacao final, pode ser refinado com NavMeshSurface."
26,2025,"27E34810","Quantitativo","criticalPathLength","366","metros","Medido","Maior distancia encontrada a partir da sala inicial no grafo.","Aproxima o percurso principal inicio-objetivo.","Funciona bem em BSP porque o grafo de salas e explicito."
26,2025,"27E34810","Quantitativo","avgAlternativePathLength","35.5","metros","Medido","Media das conexoes extras marcadas como loops.","Ha caminhos alternativos mensuraveis.","Depende de Extra Loop Connections e Max Extra Loop Distance."
26,2025,"27E34810","Booleano","SupportsRandomEnemySpawns","Sim, testado","sim/nao","Suportado","Verifica se ha sistema de spawn por orcamento e lista de prefabs.","Sistema configurado e com orcamento ativo.","BSP permite spawns aleatorios dentro das salas."
26,2025,"27E34810","Booleano","SupportsLootDistribution","Sim, testado","sim/nao","Suportado","Verifica se ha sistema de loot por orcamento e lista de prefabs.","Sistema configurado e com orcamento ativo.","BSP permite distribuir recompensas por salas/celulas."
26,2025,"27E34810","Booleano","SupportsTraps","Sim, testado","sim/nao","Suportado","Verifica se ha sistema de armadilhas por orcamento e lista de prefabs.","Sistema configurado e com orcamento ativo.","BSP permite marcar armadilhas em salas ou corredores."
26,2025,"27E34810","Booleano","SupportsBacktrackingLoops","Sim","sim/nao","Medido","Detecta ciclos pelo numero de arestas em relacao ao numero de salas.","A dungeon possui loop para retorno/caminho alternativo.","Ative/aumente Extra Loop Connections para favorecer loops."
26,2025,"27E34810","Booleano","SupportsVerticalConnectors","Sim","sim/nao","Medido","Detecta conexoes verticais no grafo BSP entre salas de pavimentos adjacentes.","A execucao gerou 1 conector(es) vertical(is).","Implementado com BSP puro, sem misturar outro algoritmo."
26,2025,"27E34810","Booleano","SupportsMultiFloor","Sim","sim/nao","Medido","Verifica salas em diferentes floorIndex conectadas por conexoes verticais.","A execucao gerou 2 pavimento(s) com conexao vertical.","Implementado como variante BSP multiandar."
26,2025,"27E34810","Booleano","SupportsBossArena","Sim","sim/nao","Medido","Procura sala com area minima configurada para arena.","Existe ao menos uma sala grande o suficiente.","Aumente Max Room Size ou reduza Boss Arena Min Area Cells para testar arenas."
26,2025,"27E34810","Booleano","SeedReproducible","Sim","sim/nao","Medido","Gera a mesma seed duas vezes e compara o hash topologico.","A seed reproduziu a mesma topologia.","BSP deterministico deve passar neste teste."
26,2025,"27E34810","Booleano","RuntimeRegeneration","Sim","sim/nao","Medido","Compara tempo de geracao com o limite configurado.","Tempo registrado: 44.045 ms.","Mede o layout logico; instanciacao visual pode exigir teste de performance separado."
26,2025,"27E34810","Booleano","BudgetAwareSpawns","Sim","sim/nao","Suportado","Compara os orcamentos configurados com a capacidade logica de celulas das salas.","Orcamentos registrados: inimigos 10, loot 6, armadilhas 4.","O sistema tenta respeitar limites de spawn definidos pelo designer."
26,2025,"27E34810","Qualitativo","Replayability","5/5","Likert 1-5","Estimado automaticamente","Usa diversidade de hashes topologicos entre execucoes.","Diversidade topologica: 100%.","BSP costuma variar bem com seeds diferentes, mas pode repetir padroes retangulares."
26,2025,"27E34810","Qualitativo","Debuggability","5/5","Likert 1-5","Estimado automaticamente","Heuristica baseada na previsibilidade e rastreabilidade do algoritmo.","BSP e altamente depuravel por usar arvore de particoes.","Ponto forte do BSP."
26,2025,"27E34810","Qualitativo","Flow","5/5","Likert 1-5","Estimado automaticamente","Heuristica baseada em conectividade, caminho critico e ramificacao.","Indica fluidez de navegacao esperada.","BSP tende a ter fluxo claro quando todos os corredores abrem passagem."
26,2025,"27E34810","Qualitativo","Legibility","5/5","Likert 1-5","Estimado automaticamente","Heuristica baseada em densidade e ramificacao.","Indica se o layout tende a ser compreensivel.","Salas retangulares e corredores ortogonais favorecem legibilidade."
26,2025,"27E34810","Qualitativo","StructuralVariety","5/5","Likert 1-5","Estimado automaticamente","Heuristica baseada em salas, modulos e loops.","Indica variedade estrutural dentro desta execucao.","BSP tem variedade macroestrutural boa, mas a variedade visual depende muito dos prefabs KayKit configurados."
26,2025,"27E34810","Performance","layoutGenerationMilliseconds","0.595","ms","Medido","Tempo para gerar BSP, salas, corredores, loops e conectores verticais.","Representa o custo algoritmico principal.","BSP tende a ser rapido porque trabalha com particoes retangulares e grafo simples."
26,2025,"27E34810","Performance","geometryInstantiationMilliseconds","43.295","ms","Medido","Tempo gasto instanciando prefabs/objetos visuais quando a medicao visual esta ativa.","A execucao incluiu custo visual.","Deve ser comparado separadamente, pois depende dos assets e nao apenas do BSP."
26,2025,"27E34810","Performance","metricsCalculationMilliseconds","0.154","ms","Medido","Tempo para calcular metricas e montar resultados.","Ajuda a quantificar custo da instrumentacao.","Nao e custo do algoritmo em si."
26,2025,"27E34810","Performance","totalGenerationMilliseconds","44.045","ms","Medido","Tempo total medido para a execucao.","Inclui layout, instanciacao visual habilitada e calculo de metricas.","Use junto com layoutGenerationMilliseconds para separar algoritmo e runtime Unity."
26,2025,"27E34810","Performance","generatedGameObjectCount","5080","contagem","Medido","Quantidade de GameObjects criados pelo gerador.","Indica peso potencial de instanciacao no Unity.","Pode crescer bastante em algoritmos que geram muitos modulos pequenos."
26,2025,"27E34810","Performance","occupiedCellCount","3477","contagem","Medido","Quantidade de celulas ocupadas no grid logico.","Proxy de escala espacial da dungeon.","Permite comparar custo por celula entre algoritmos."
26,2025,"27E34810","Performance","connectionCount","46","contagem","Medido","Quantidade de conexoes no grafo logico.","Proxy de complexidade topologica.","BSP tende a manter esse valor previsivel."
26,2025,"27E34810","Performance","managedMemoryDeltaKB","1796","KB","Estimado","Diferenca de memoria gerenciada antes/depois da geracao.","Valor aproximado, sensivel a GC e ao estado do Editor.","Use como indicio comparativo, nao como medicao absoluta de memoria."
27,2026,"1B9B1099","Quantitativo","numRoomsTarget","48","contagem","Medido","Contagem de salas no layout logico gerado.","Tamanho estrutural da dungeon nesta execucao.","BSP controla salas por particoes e pelo limite Max Rooms."
27,2026,"1B9B1099","Quantitativo","connectivityRatio","100%","%","Medido","Busca no grafo a partir da sala inicial.","Todas as salas ficaram conectadas.","BSP deve gerar conectividade alta porque conecta particoes durante a recursao."
27,2026,"1B9B1099","Quantitativo","verticalVariance","2","metros","Medido","Calcula o desvio padrao das alturas dos pavimentos das salas.","Ha variacao vertical mensuravel entre salas.","BSP puro suporta verticalidade ao particionar multiplos pavimentos e conectar salas por escadas."
27,2026,"1B9B1099","Quantitativo","fillPercentage","47.64%","%","Medido","Celulas ocupadas divididas pelo total do grid.","Indica densidade espacial da dungeon.","Bom para comparar controle de densidade entre algoritmos."
27,2026,"1B9B1099","Quantitativo","branchFactor","2.125","media","Medido","Media de conexoes por sala no grafo.","Ramificacao moderada, geralmente boa para exploracao.","Loops extras aumentam este valor e reduzem linearidade."
27,2026,"1B9B1099","Quantitativo","avgPathLength","306.809","metros","Medido","Dijkstra simples sobre o grafo logico de salas.","Distancia media a partir da sala inicial.","Aproximacao logica; NavMesh pode refinar a distancia fisica."
27,2026,"1B9B1099","Quantitativo","uniqueModules","27","contagem","Medido","Contagem de modulos logicos e prefabs efetivamente usados.","Indica variedade basica de composicao.","A variedade aumenta com loops, conectores verticais e prefabs KayKit configurados."
27,2026,"1B9B1099","Quantitativo","navigableVolumeRatio","100%","%","Estimado sem NavMesh","Proporcao de celulas logicas ocupadas consideradas navegaveis antes de colisao/obstaculos.","Use como estimativa inicial, nao como validacao fisica final.","Para a dissertacao final, pode ser refinado com NavMeshSurface."
27,2026,"1B9B1099","Quantitativo","criticalPathLength","518","metros","Medido","Maior distancia encontrada a partir da sala inicial no grafo.","Aproxima o percurso principal inicio-objetivo.","Funciona bem em BSP porque o grafo de salas e explicito."
27,2026,"1B9B1099","Quantitativo","avgAlternativePathLength","43.5","metros","Medido","Media das conexoes extras marcadas como loops.","Ha caminhos alternativos mensuraveis.","Depende de Extra Loop Connections e Max Extra Loop Distance."
27,2026,"1B9B1099","Booleano","SupportsRandomEnemySpawns","Sim, testado","sim/nao","Suportado","Verifica se ha sistema de spawn por orcamento e lista de prefabs.","Sistema configurado e com orcamento ativo.","BSP permite spawns aleatorios dentro das salas."
27,2026,"1B9B1099","Booleano","SupportsLootDistribution","Sim, testado","sim/nao","Suportado","Verifica se ha sistema de loot por orcamento e lista de prefabs.","Sistema configurado e com orcamento ativo.","BSP permite distribuir recompensas por salas/celulas."
27,2026,"1B9B1099","Booleano","SupportsTraps","Sim, testado","sim/nao","Suportado","Verifica se ha sistema de armadilhas por orcamento e lista de prefabs.","Sistema configurado e com orcamento ativo.","BSP permite marcar armadilhas em salas ou corredores."
27,2026,"1B9B1099","Booleano","SupportsBacktrackingLoops","Sim","sim/nao","Medido","Detecta ciclos pelo numero de arestas em relacao ao numero de salas.","A dungeon possui loop para retorno/caminho alternativo.","Ative/aumente Extra Loop Connections para favorecer loops."
27,2026,"1B9B1099","Booleano","SupportsVerticalConnectors","Sim","sim/nao","Medido","Detecta conexoes verticais no grafo BSP entre salas de pavimentos adjacentes.","A execucao gerou 1 conector(es) vertical(is).","Implementado com BSP puro, sem misturar outro algoritmo."
27,2026,"1B9B1099","Booleano","SupportsMultiFloor","Sim","sim/nao","Medido","Verifica salas em diferentes floorIndex conectadas por conexoes verticais.","A execucao gerou 2 pavimento(s) com conexao vertical.","Implementado como variante BSP multiandar."
27,2026,"1B9B1099","Booleano","SupportsBossArena","Sim","sim/nao","Medido","Procura sala com area minima configurada para arena.","Existe ao menos uma sala grande o suficiente.","Aumente Max Room Size ou reduza Boss Arena Min Area Cells para testar arenas."
27,2026,"1B9B1099","Booleano","SeedReproducible","Sim","sim/nao","Medido","Gera a mesma seed duas vezes e compara o hash topologico.","A seed reproduziu a mesma topologia.","BSP deterministico deve passar neste teste."
27,2026,"1B9B1099","Booleano","RuntimeRegeneration","Sim","sim/nao","Medido","Compara tempo de geracao com o limite configurado.","Tempo registrado: 48.497 ms.","Mede o layout logico; instanciacao visual pode exigir teste de performance separado."
27,2026,"1B9B1099","Booleano","BudgetAwareSpawns","Sim","sim/nao","Suportado","Compara os orcamentos configurados com a capacidade logica de celulas das salas.","Orcamentos registrados: inimigos 10, loot 6, armadilhas 4.","O sistema tenta respeitar limites de spawn definidos pelo designer."
27,2026,"1B9B1099","Qualitativo","Replayability","5/5","Likert 1-5","Estimado automaticamente","Usa diversidade de hashes topologicos entre execucoes.","Diversidade topologica: 100%.","BSP costuma variar bem com seeds diferentes, mas pode repetir padroes retangulares."
27,2026,"1B9B1099","Qualitativo","Debuggability","5/5","Likert 1-5","Estimado automaticamente","Heuristica baseada na previsibilidade e rastreabilidade do algoritmo.","BSP e altamente depuravel por usar arvore de particoes.","Ponto forte do BSP."
27,2026,"1B9B1099","Qualitativo","Flow","5/5","Likert 1-5","Estimado automaticamente","Heuristica baseada em conectividade, caminho critico e ramificacao.","Indica fluidez de navegacao esperada.","BSP tende a ter fluxo claro quando todos os corredores abrem passagem."
27,2026,"1B9B1099","Qualitativo","Legibility","4/5","Likert 1-5","Estimado automaticamente","Heuristica baseada em densidade e ramificacao.","Indica se o layout tende a ser compreensivel.","Salas retangulares e corredores ortogonais favorecem legibilidade."
27,2026,"1B9B1099","Qualitativo","StructuralVariety","5/5","Likert 1-5","Estimado automaticamente","Heuristica baseada em salas, modulos e loops.","Indica variedade estrutural dentro desta execucao.","BSP tem variedade macroestrutural boa, mas a variedade visual depende muito dos prefabs KayKit configurados."
27,2026,"1B9B1099","Performance","layoutGenerationMilliseconds","0.657","ms","Medido","Tempo para gerar BSP, salas, corredores, loops e conectores verticais.","Representa o custo algoritmico principal.","BSP tende a ser rapido porque trabalha com particoes retangulares e grafo simples."
27,2026,"1B9B1099","Performance","geometryInstantiationMilliseconds","47.645","ms","Medido","Tempo gasto instanciando prefabs/objetos visuais quando a medicao visual esta ativa.","A execucao incluiu custo visual.","Deve ser comparado separadamente, pois depende dos assets e nao apenas do BSP."
27,2026,"1B9B1099","Performance","metricsCalculationMilliseconds","0.193","ms","Medido","Tempo para calcular metricas e montar resultados.","Ajuda a quantificar custo da instrumentacao.","Nao e custo do algoritmo em si."
27,2026,"1B9B1099","Performance","totalGenerationMilliseconds","48.497","ms","Medido","Tempo total medido para a execucao.","Inclui layout, instanciacao visual habilitada e calculo de metricas.","Use junto com layoutGenerationMilliseconds para separar algoritmo e runtime Unity."
27,2026,"1B9B1099","Performance","generatedGameObjectCount","5700","contagem","Medido","Quantidade de GameObjects criados pelo gerador.","Indica peso potencial de instanciacao no Unity.","Pode crescer bastante em algoritmos que geram muitos modulos pequenos."
27,2026,"1B9B1099","Performance","occupiedCellCount","3903","contagem","Medido","Quantidade de celulas ocupadas no grid logico.","Proxy de escala espacial da dungeon.","Permite comparar custo por celula entre algoritmos."
27,2026,"1B9B1099","Performance","connectionCount","51","contagem","Medido","Quantidade de conexoes no grafo logico.","Proxy de complexidade topologica.","BSP tende a manter esse valor previsivel."
27,2026,"1B9B1099","Performance","managedMemoryDeltaKB","1996","KB","Estimado","Diferenca de memoria gerenciada antes/depois da geracao.","Valor aproximado, sensivel a GC e ao estado do Editor.","Use como indicio comparativo, nao como medicao absoluta de memoria."
28,2027,"3B854335","Quantitativo","numRoomsTarget","48","contagem","Medido","Contagem de salas no layout logico gerado.","Tamanho estrutural da dungeon nesta execucao.","BSP controla salas por particoes e pelo limite Max Rooms."
28,2027,"3B854335","Quantitativo","connectivityRatio","100%","%","Medido","Busca no grafo a partir da sala inicial.","Todas as salas ficaram conectadas.","BSP deve gerar conectividade alta porque conecta particoes durante a recursao."
28,2027,"3B854335","Quantitativo","verticalVariance","2","metros","Medido","Calcula o desvio padrao das alturas dos pavimentos das salas.","Ha variacao vertical mensuravel entre salas.","BSP puro suporta verticalidade ao particionar multiplos pavimentos e conectar salas por escadas."
28,2027,"3B854335","Quantitativo","fillPercentage","43.43%","%","Medido","Celulas ocupadas divididas pelo total do grid.","Indica densidade espacial da dungeon.","Bom para comparar controle de densidade entre algoritmos."
